color_id,canonical,surface,normalized,source,catalog_count,mapping_reason,active,version
orange,оранжевый,coral,coral,manual_palette,2,manual_alias,true,catalog_palette_30_v1
orange,оранжевый,sunset orange,sunset orange,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
orange,оранжевый,twiligth orange,twiligth orange,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
orange,оранжевый,оранжевый/ оранжевый,оранжевый оранжевый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
orange,оранжевый,темно оранжевый,темно оранжевый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
pink,розовый,розовый велюр mj9 32,розовый велюр mj9 32,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
pink,розовый,розовый персик,розовый персик,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
pink,розовый,санд пудровый,санд пудровый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
purple,фиолетовый,lavender purple,lavender purple,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
red,красный,глянцевый красный,глянцевый красный,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
red,красный,красный коралл,красный коралл,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
silver,серебристый,meteor silver,meteor silver,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
silver,серебристый,белила титановые,белила титановые,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
silver,серебристый,пустынный титановый,пустынный титановый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
silver,серебристый,титановые круги,титановые круги,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
turquoise,бирюзовый,бирюзовый металлик,бирюзовый металлик,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,aurora white,aurora white,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,frost white,frost white,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,geek white,geek white,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,light wood white,light wood white,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,moonlight white,moonlight white,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,white leica,white leica,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,ателье светлый / белый,ателье светлый белый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,белая lacobel,белая lacobel,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,белая матовая шагрень,белая матовая шагрень,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,белая/ясень шимо,белая ясень шимо,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,белый pe шагрень дуб сонома,белый pe шагрень дуб сонома,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,белый арктик,белый арктик,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,белый букле 13,белый букле 13,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,белый / дуб сонома светлый,белый дуб сонома светлый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,белый ледниковый салон темный,белый ледниковый салон темный,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,белый салон темный,белый салон темный,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,белый снег,белый снег,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,белый текстура дерево,белый текстура дерево,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,белый шелк / лайт грей софт,белый шелк лайт грей софт,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,глянцевый белый,глянцевый белый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,дуб белый эксклюзив моно керамика,дуб белый эксклюзив моно керамика,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,дуб крафт белый/артвуд темный,дуб крафт белый артвуд темный,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,ножки светлый бук столешница белая,ножки светлый бук столешница белая,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,ножки светлый бук цвет белый,ножки светлый бук цвет белый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,перламутровый белый,перламутровый белый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,плэйн белая шагрень,плэйн белая шагрень,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,сонома/белый,сонома белый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,трехмерный белый,трехмерный белый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
white,белый,фасад белый глянец корпус белый,фасад белый глянец корпус белый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
yellow,желтый,велюр амиго желтый / велюр amigo yellow,велюр амиго желтый велюр amigo yellow,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
yellow,желтый,охра желтая,охра желтая,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
amber,янтарный,nice amber,nice amber,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,george 2108h латте/latte,george 2108h латте latte,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,бежевая ткань lar 275 1,бежевая ткань lar 275 1,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,бежевый бунратти,бежевый бунратти,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,бежевый вельвет lar e2041 04,бежевый вельвет lar e2041 04,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,бежевый велюр,бежевый велюр,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,бежевый/натур,бежевый натур,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,бежевый песок,бежевый песок,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,бежевый рогожка 50 см,бежевый рогожка 50 см,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,бежевый/ стекло,бежевый стекло,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,бежевый ткань,бежевый ткань,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,бежевый экокожа,бежевый экокожа,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,велюр бежевый,велюр бежевый,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,дуб сонома трюфель/стекло глянцевое бежевое,дуб сонома трюфель стекло глянцевое бежевое,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,дуб сонома / шоколад бежевый кожзам,дуб сонома шоколад бежевый кожзам,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,дуб эндгрейн элег. веллюто капучино ag 707 пвх,дуб эндгрейн элег веллюто капучино ag 707 пвх,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,капучино/дуб сонома,капучино дуб сонома,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,капучино муар/корица,капучино муар корица,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,карамельный,карамельный,manual_palette,1,manual_alias,true,catalog_palette_30_v1
beige,бежевый,латте soft touch бежевый матовый,латте soft touch бежевый матовый,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,латте/орех кантри,латте орех кантри,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,ножки светлый бук цвет сиденья бежевый gr 03,ножки светлый бук цвет сиденья бежевый gr 03,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,рогожка бежевый / рогожка camel,рогожка бежевый рогожка camel,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,рогожка латте / рогожка latte,рогожка латте рогожка latte,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,рогожка савана бежевый / рогожка savana camel,рогожка савана бежевый рогожка savana camel,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,рогожка савана латте / рогожка savana latte,рогожка савана латте рогожка savana latte,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,рогожка савана темно бежевый / рогожка savana beige,рогожка савана темно бежевый рогожка savana beige,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,светло бежевы,светло бежевы,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,светло бежевый велюр,светло бежевый велюр,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,семалина бежевая,семалина бежевая,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,темно бежевая рогожка каркас цвет дуб олово,темно бежевая рогожка каркас цвет дуб олово,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,холст латте дуб крафт,холст латте дуб крафт,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
beige,бежевый,цвет лдсп с подушкой рогожка бежевая,цвет лдсп с подушкой рогожка бежевая,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,black infinity,black infinity,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,frosted black,frosted black,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,granit black,granit black,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,moonshadow black,moonshadow black,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,mystic black,mystic black,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,onyx black,onyx black,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,swan black,swan black,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,велюр черный,велюр черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,велюр черный ножки черные,велюр черный ножки черные,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,вяз браун/черный,вяз браун черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,глубокий черный салон темный,глубокий черный салон темный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,дуб беленый / черный муар,дуб беленый черный муар,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,дуб вотан/черный/стекло черное,дуб вотан черный стекло черное,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,дуб крафт табачный / черный металл,дуб крафт табачный черный металл,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,дуб крафтзолотой/черный,дуб крафтзолотой черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,дуб крымский состаренный/черный,дуб крымский состаренный черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,дуб сонома/черный,дуб сонома черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,дуб сонома/эбеновое дерево/черный,дуб сонома эбеновое дерево черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,интра/черный,интра черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,иссиня черный,иссиня черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,каркас цвет черный,каркас цвет черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,каркас черный муар столешница дуб анкона перламутр,каркас черный муар столешница дуб анкона перламутр,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,кашемир / черный металл,кашемир черный металл,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,корунд черный,корунд черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,лайт/вяз браун/черный,лайт вяз браун черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,лайт/черный,лайт черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,микровелюр цвет тауп черный каркас,микровелюр цвет тауп черный каркас,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,микровелюр цвета тауп темный беж черный каркас,микровелюр цвета тауп темный беж черный каркас,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,мрамор черный,мрамор черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,ножки светлый бук цвет сиденья черный b 03,ножки светлый бук цвет сиденья черный b 03,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,ножки светлый бук цвет черный b 03,ножки светлый бук цвет черный b 03,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,ножки светлый бук черный b 03,ножки светлый бук черный b 03,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,ночное небо / черный металл,ночное небо черный металл,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,орех ликата / черный,орех ликата черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,орех светлый / черный муар,орех светлый черный муар,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,позолоченный черный кожаный салон,позолоченный черный кожаный салон,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,санд олива/черный,санд олива черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,стол журнальный beautystyle 28 дуб вотан/черный,стол журнальный beautystyle 28 дуб вотан черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,стол журнальный саут 11д дуб вотан/черный,стол журнальный саут 11д дуб вотан черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,стол сервировочный эстер черный/дуб маррон,стол сервировочный эстер черный дуб маррон,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,столешница черная основание черное,столешница черная основание черное,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,терраццо/черный,терраццо черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,узкий кашемир / черный металл,узкий кашемир черный металл,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,узкий орех табак / ноче милано / черный металл,узкий орех табак ноче милано черный металл,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черная lacobel,черная lacobel,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черная жемчужина темный салон,черная жемчужина темный салон,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черная лакобель/черный,черная лакобель черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черная столешница черное основание,черная столешница черное основание,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черная ткань,черная ткань,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черная ткань lar 275 33,черная ткань lar 275 33,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черное дерево черный,черное дерево черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черные матовые ножки мокко велюр 108 104,черные матовые ножки мокко велюр 108 104,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черные матовые ножки черная экокожа p 01,черные матовые ножки черная экокожа p 01,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черные спинка и сиденье каркас цвет дуб олово,черные спинка и сиденье каркас цвет дуб олово,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный 16,черный 16,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный 1d1.16.1.403,черный 1d1 16 1 403,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный 1f6.16.1.543,черный 1f6 16 1 543,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный 219.16.1.403,черный 219 16 1 403,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный 30.3.15.aa,черный 30 3 15 aa,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный da.12.1.222,черный da 12 1 222,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный da.16.1.2a2,черный da 16 1 2a2,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный e4.12.1.222,черный e4 12 1 222,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный вельвет lar e2041 52,черный вельвет lar e2041 52,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный лофт/черный,черный лофт черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный маовый,черный маовый,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный матовы,черный матовы,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный меланж,черный меланж,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный мрамор файерстоун,черный мрамор файерстоун,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный муар каркас дуб олово столешница,черный муар каркас дуб олово столешница,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный муар каркас микровелюр в цвете тауп сиденье,черный муар каркас микровелюр в цвете тауп сиденье,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный муар/лесной орех,черный муар лесной орех,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный муар/светлый орех,черный муар светлый орех,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный муар / черный глянец,черный муар черный глянец,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный ниндзя,черный ниндзя,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный/орех гикори грей,черный орех гикори грей,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный пантера салон черный,черный пантера салон черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный/ перламутр,черный перламутр,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный рыжий,черный рыжий,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный сетка экокожа,черный сетка экокожа,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный софт / черный,черный софт черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный/стекло с рисунком мрамор черный,черный стекло с рисунком мрамор черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный ткань / черный пластик,черный ткань черный пластик,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный уголь,черный уголь,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный чароит,черный чароит,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный/черный элит,черный черный элит,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный элит/металл/эбеновое дерево,черный элит металл эбеновое дерево,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,черный / яблоня белуно,черный яблоня белуно,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,шпон ясень черный,шпон ясень черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,штейн темный/черный,штейн темный черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,элегантный черный,элегантный черный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,ящики + 3 двери ночное небо / черный металл,ящики 3 двери ночное небо черный металл,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
black,черный,ящики + 3 двери орех табак / ноче милано / черный металл,ящики 3 двери орех табак ноче милано черный металл,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,azure blue,azure blue,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,ice blue leica,ice blue leica,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,nice mineral blue,nice mineral blue,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,sapphire blue,sapphire blue,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,silk blue,silk blue,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,vintage blue,vintage blue,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,градиент синий,градиент синий,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,океанический синий,океанический синий,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,океанский синий,океанский синий,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,подушкой рогожка индиго высота 45см,подушкой рогожка индиго высота 45см,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,прусский синий,прусский синий,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,рогожка савана синий / рогожка savana denim,рогожка савана синий рогожка savana denim,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,рогожка синий / рогожка denim,рогожка синий рогожка denim,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,сапфировый лак мдф / таксус лдсп,сапфировый лак мдф таксус лдсп,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,синее,синее,manual_palette,1,manual_alias,true,catalog_palette_30_v1
blue,синий,синий vrh230 25,синий vrh230 25,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,синий мрамор,синий мрамор,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,синий перламутр,синий перламутр,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,синий/ рисунок,синий рисунок,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,синий рогожка,синий рогожка,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,синий тонированный,синий тонированный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,синяя сажа,синяя сажа,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,темно синий мрамор,темно синий мрамор,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
blue,синий,темно синий / яблоня беллуно,темно синий яблоня беллуно,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
bronze,бронзовый,бронзовый/ слоновая кость,бронзовый слоновая кость,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,brown,brown,manual_palette,1,manual_alias,true,catalog_palette_30_v1
brown,коричневый,dakota 11 венге,dakota 11 венге,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,dakota 28 венге,dakota 28 венге,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,elza 17 венге,elza 17 венге,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,eva 1 венге,eva 1 венге,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,jacket 603 венге,jacket 603 венге,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,runa taupe венге,runa taupe венге,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,tailor 7 венге,tailor 7 венге,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,teddy 611 венге,teddy 611 венге,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,tweet 54 венге,tweet 54 венге,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,ultra forest венге,ultra forest венге,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,ассаль/кофейный,ассаль кофейный,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,беленый дуб/венге,беленый дуб венге,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,венге / дуб белфорт,венге дуб белфорт,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,венге / лоредо 1 ящик,венге лоредо 1 ящик,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,венге / лоредо 5 ящиков,венге лоредо 5 ящиков,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,венге орех,венге орех,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,венге цаво,венге цаво,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,дуб каньон/венге,дуб каньон венге,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,коричневая ткань lar 275 3,коричневая ткань lar 275 3,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,коричневые рейки,коричневые рейки,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,коричневый mixed,коричневый mixed,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,коричневый queen,коричневый queen,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,коричневый кожзам,коричневый кожзам,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,коричневый/натур,коричневый натур,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,коричневый/терра,коричневый терра,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,коричневый экокожа 50 см,коричневый экокожа 50 см,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,мульти коричневый,мульти коричневый,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,риголетто венге,риголетто венге,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,рогожка коричневый / рогожка toffee,рогожка коричневый рогожка toffee,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,рогожка кофейный / рогожка coffeee,рогожка кофейный рогожка coffeee,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,рогожка кофейный / рогожка savana coffee,рогожка кофейный рогожка savana coffee,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,рогожка ореховый / рогожка hazel,рогожка ореховый рогожка hazel,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,рогожка савана коричневый / рогожка savana toffee,рогожка савана коричневый рогожка savana toffee,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,рогожка савана ореховый / рогожка savana hazel,рогожка савана ореховый рогожка savana hazel,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,рогожка савана темно коричневый / рогожка savana vision,рогожка савана темно коричневый рогожка savana vision,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
brown,коричневый,рогожка темно коричневый / рогожка vision,рогожка темно коричневый рогожка vision,catalog_color_attributes,1,color_anchor,true,catalog_palette_30_v1
