color_id,canonical,surface,normalized,source,catalog_count,mapping_reason,active,version
multicolor,разноцветный,синий/ голубой/ черный,синий голубой черный,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,синий/ нержавеющая сталь,синий нержавеющая сталь,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,синий/ разноцветный,синий разноцветный,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,стальной/ антрацит,стальной антрацит,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,стальной/ золотистый,стальной золотистый,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,стальной/ красный,стальной красный,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,темно серый микровелюр черный каркас,темно серый микровелюр черный каркас,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,темно синий/ серый,темно синий серый,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,фиолетовый/ разноцветный,фиолетовый разноцветный,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,фиолетовый/ розовый/ белый,фиолетовый розовый белый,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,фиолетовый/ салатовый,фиолетовый салатовый,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,фиолетовый/ серебристый,фиолетовый серебристый,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,фиолетовый/ сиреневый,фиолетовый сиреневый,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,хром/ золотистый,хром золотистый,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,хромированный/ белый,хромированный белый,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,хромированный/ черный/ прозрачный,хромированный черный прозрачный,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,черный/ белый/ красный,черный белый красный,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,черный/ белый/ серебристый,черный белый серебристый,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,черный/ зеленый/ серебристый,черный зеленый серебристый,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,черный/ лавандовый,черный лавандовый,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,черный/ серебристый/ красный,черный серебристый красный,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,черный/ серый/ белый,черный серый белый,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,шампань/ прозрачный,шампань прозрачный,catalog_color_attributes,3,multiple_color_anchors,true,catalog_palette_30_v1
orange,оранжевый,twilight orange,twilight orange,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
orange,оранжевый,велюр амиго терракотовый / велюр amigo terra,велюр амиго терракотовый велюр amigo terra,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
pink,розовый,велюр амиго розовый / велюр amigo berry,велюр амиго розовый велюр amigo berry,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
pink,розовый,велюр амиго светло розовый / велюр amigo java,велюр амиго светло розовый велюр amigo java,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
pink,розовый,нежно розовый,нежно розовый,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
pink,розовый,оазис фуксия,оазис фуксия,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
pink,розовый,пудрово розовый велюр mj9 32,пудрово розовый велюр mj9 32,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
pink,розовый,розовая фуксия,розовая фуксия,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
pink,розовый,розовый помело,розовый помело,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
pink,розовый,розовый/ рисунок,розовый рисунок,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
purple,фиолетовый,aurora purple,aurora purple,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
purple,фиолетовый,летний фиолетовый,летний фиолетовый,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
purple,фиолетовый,фиолетовый перламутр,фиолетовый перламутр,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
sand,песочный,sand storm,sand storm,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
sand,песочный,ultra sand орех антик,ultra sand орех антик,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
silver,серебристый,матовый никель,матовый никель,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
stainless_steel,нержавеющая сталь,нержавеющая сталь/ рисунок,нержавеющая сталь рисунок,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
turquoise,бирюзовый,велюр амиго бирюзовый / велюр amigo lagoon,велюр амиго бирюзовый велюр amigo lagoon,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
white,белый,veil white,veil white,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
white,белый,wood/white,wood white,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
white,белый,белая шагрень,белая шагрень,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
white,белый,белый глянец холодный белый,белый глянец холодный белый,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
white,белый,белый кашемир,белый кашемир,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
white,белый,белый перламутр,белый перламутр,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
white,белый,белый с текстурой,белый с текстурой,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
white,белый,белый / сонома,белый сонома,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
white,белый,белый темный салон,белый темный салон,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
white,белый,белый/ фисташковый,белый фисташковый,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
white,белый,белый / яблоня беллуно,белый яблоня беллуно,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
white,белый,дуб вотан / белый,дуб вотан белый,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
white,белый,дуб онтарио белый,дуб онтарио белый,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
white,белый,дуб сонома белая аляска,дуб сонома белая аляска,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
white,белый,лунный белый,лунный белый,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
yellow,желтый,желтый светлый,желтый светлый,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
yellow,желтый,светло желтый,светло желтый,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
yellow,желтый,ярко желтый,ярко желтый,catalog_color_attributes,3,color_anchor,true,catalog_palette_30_v1
amber,янтарный,медовый,медовый,manual_palette,2,manual_alias,true,catalog_palette_30_v1
beige,бежевый,бежевая шотландия,бежевая шотландия,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
beige,бежевый,велюр амиго бежевый / велюр amigo beige,велюр амиго бежевый велюр amigo beige,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
beige,бежевый,велюр амиго латте / велюр amigo latte,велюр амиго латте велюр amigo latte,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
beige,бежевый,велюр амиго светло бежевый / велюр amigo bone,велюр амиго светло бежевый велюр amigo bone,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
beige,бежевый,капучино матовый,капучино матовый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
beige,бежевый,мрамор/латте,мрамор латте,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
beige,бежевый,рогожка бежевая / рогожка beige,рогожка бежевая рогожка beige,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,black eclipse,black eclipse,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,black leica,black leica,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,dark wood black,dark wood black,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,nebula noir,nebula noir,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,shadow black,shadow black,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,sleek black,sleek black,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,storm black,storm black,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,вельветовый черный,вельветовый черный,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,дуб маррон/черный,дуб маррон черный,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,зеркальный/ черный,зеркальный черный,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,кариф/черный муар,кариф черный муар,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,перламутровый/ черный,перламутровый черный,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,сонора/черный муар,сонора черный муар,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,тирион/черный муар,тирион черный муар,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,трехмерный черный,трехмерный черный,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,черная брашированая сталь,черная брашированая сталь,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,черная брашированная сталь,черная брашированная сталь,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,черное дерево,черное дерево,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,черные матовые ножки черный велюр 108 77,черные матовые ножки черный велюр 108 77,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,черный rxt051 21,черный rxt051 21,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,черный агат,черный агат,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,черный деним,черный деним,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,черный/ дуб каньон,черный дуб каньон,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,черный лофт,черный лофт,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,черный муар / мокрый асфальт,черный муар мокрый асфальт,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,черный муар/черный матовый,черный муар черный матовый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,черный твид leo18,черный твид leo18,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,черный темный салон,черный темный салон,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
black,черный,черный/черный,черный черный,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
blue,синий,cyber blue синий,cyber blue синий,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
blue,синий,frost blue,frost blue,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
blue,синий,lake blue,lake blue,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
blue,синий,stellar blue,stellar blue,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
blue,синий,сапфировый,сапфировый,manual_palette,2,manual_alias,true,catalog_palette_30_v1
blue,синий,синий омут,синий омут,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
blue,синий,темный ультрамарин,темный ультрамарин,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
bronze,бронзовый,слоновая кость/ бронза,слоновая кость бронза,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
brown,коричневый,elza 15 венге,elza 15 венге,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
brown,коричневый,elza 18 венге,elza 18 венге,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
brown,коричневый,дуб крафт табак / коричневый,дуб крафт табак коричневый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
brown,коричневый,дуб сонома / коричневый,дуб сонома коричневый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
brown,коричневый,металлик/ средне коричневый,металлик средне коричневый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
brown,коричневый,металлик/ темно коричневый,металлик темно коричневый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
burgundy,бордовый,велюр амиго бордовый / велюр amigo dimrose,велюр амиго бордовый велюр amigo dimrose,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
burgundy,бордовый,винно бордовый,винно бордовый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
burgundy,бордовый,темно бордовый,темно бордовый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
chocolate,шоколадный,ultra chocolate,ultra chocolate,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
chocolate,шоколадный,ultra chocolate орех антик,ultra chocolate орех антик,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
chrome,хром,калакатта/хром,калакатта хром,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
chrome,хром,мокко/ хромированный,мокко хромированный,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
chrome,хром,мята/ хромированный,мята хромированный,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
chrome,хром,хром глянцевый,хром глянцевый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
copper,медный,медь,медь,manual_palette,2,manual_alias,true,catalog_palette_30_v1
cream,кремовый,elza 10 молочный дуб,elza 10 молочный дуб,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
cream,кремовый,ultra smoke молочный дуб,ultra smoke молочный дуб,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
cream,кремовый,велюр амиго кремовый / велюр amigo cream,велюр амиго кремовый велюр amigo cream,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gold,золотистый,golden,golden,manual_palette,2,manual_alias,true,catalog_palette_30_v1
gold,золотистый,liquid gold,liquid gold,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gold,золотистый,rose gold,rose gold,manual_palette,2,manual_alias,true,catalog_palette_30_v1
gold,золотистый,деревянный золотой,деревянный золотой,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gold,золотистый,дуб золотой / камень темный,дуб золотой камень темный,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gold,золотистый,дуб золотой / олива софт,дуб золотой олива софт,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gold,золотистый,золотистый мрамор,золотистый мрамор,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gold,золотистый,латунь золотой,латунь золотой,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gold,золотистый,матовый золотой,матовый золотой,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gold,золотистый,пустынный золотой,пустынный золотой,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gold,золотистый,сахара нуар/золото,сахара нуар золото,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gold,золотистый,слоновая кость/золото,слоновая кость золото,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
graphite,графитовый,графит/дуб сонома,графит дуб сонома,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
graphite,графитовый,графит табак,графит табак,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
graphite,графитовый,экзотическое дерево амазония/графит софт new,экзотическое дерево амазония графит софт new,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gray,серый,lunar grey,lunar grey,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gray,серый,phantom grey,phantom grey,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gray,серый,space gray,space gray,manual_palette,2,manual_alias,true,catalog_palette_30_v1
gray,серый,велюр амиго светло серый / велюр amigo ash,велюр амиго светло серый велюр amigo ash,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gray,серый,велюр амиго серый / велюр amigo grey,велюр амиго серый велюр amigo grey,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gray,серый,грей софт/табак/серый,грей софт табак серый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gray,серый,дуб крафт табачный серый шифер сэнд,дуб крафт табачный серый шифер сэнд,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gray,серый,лунный серый,лунный серый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gray,серый,метеоритный серый,метеоритный серый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gray,серый,мягкий серый,мягкий серый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gray,серый,санд серая галька,санд серая галька,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gray,серый,серые,серые,manual_palette,2,manual_alias,true,catalog_palette_30_v1
gray,серый,серый 47,серый 47,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gray,серый,серый агат,серый агат,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gray,серый,серый бетон/бук,серый бетон бук,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gray,серый,серый диамант,серый диамант,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gray,серый,серый лак,серый лак,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gray,серый,серый меланж,серый меланж,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gray,серый,серый песок,серый песок,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gray,серый,серый светло серый,серый светло серый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gray,серый,серый твид leo11,серый твид leo11,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gray,серый,серый/терра,серый терра,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
gray,серый,темный серый,темный серый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
green,зеленый,alpine green,alpine green,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
green,зеленый,olive,olive,manual_palette,2,manual_alias,true,catalog_palette_30_v1
green,зеленый,pulse green,pulse green,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
green,зеленый,velvet green,velvet green,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
green,зеленый,зеленая рогожка каркас цвет дуб олово,зеленая рогожка каркас цвет дуб олово,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
green,зеленый,зеленый глянцевый,зеленый глянцевый,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
light_blue,голубой,голубое небо,голубое небо,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
lilac,сиреневый,пудрово сиреневый велюр mj9 52,пудрово сиреневый велюр mj9 52,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
lilac,сиреневый,сиреневая глициния,сиреневая глициния,catalog_color_attributes,2,color_anchor,true,catalog_palette_30_v1
mint,мятный,mint,mint,manual_palette,2,manual_alias,true,catalog_palette_30_v1
multicolor,разноцветный,amber yellow,amber yellow,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,black green,black green,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,peach pink,peach pink,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,sandy gold,sandy gold,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,titanium silver blue,titanium silver blue,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,ultra chocolate венге,ultra chocolate венге,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,антрацит/дуб крафт белый,антрацит дуб крафт белый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,антрацит/ зеленый/ черный,антрацит зеленый черный,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,бежевый/ белый/ голубой,бежевый белый голубой,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,бежевый/ красный/ серебристый,бежевый красный серебристый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,бежевый/ разноцветный,бежевый разноцветный,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,бежевый/ серый/ розовый,бежевый серый розовый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,бежевый/ сиреневый,бежевый сиреневый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,бело черный,бело черный,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белое стекло/ серый,белое стекло серый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белое стекло/ черный хром,белое стекло черный хром,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ бежевый/ черный,белый бежевый черный,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ бирюзовый/ желтый,белый бирюзовый желтый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ бирюзовый/ черный,белый бирюзовый черный,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ вишневый,белый вишневый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый глянец/мрамор золото,белый глянец мрамор золото,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ голубой/ бежевый,белый голубой бежевый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ голубой/ фиолетовый,белый голубой фиолетовый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ зеленый/ голубой,белый зеленый голубой,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ зеленый/ рисунок,белый зеленый рисунок,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ зеленый/ серый,белый зеленый серый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ золотистый/ красный,белый золотистый красный,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый золото,белый золото,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ коралловый,белый коралловый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ коричневый/ синий,белый коричневый синий,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ коричневый/ черный,белый коричневый черный,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ красный/ золотистый,белый красный золотистый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ красный/ розовый,белый красный розовый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ лавандовый,белый лавандовый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ молочный,белый молочный,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ пурпурный,белый пурпурный,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ розовый/ голубой,белый розовый голубой,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ розовый/ коричневый,белый розовый коричневый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ розовый/ рисунок,белый розовый рисунок,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ розовый/ черный,белый розовый черный,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый с черной крышей,белый с черной крышей,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ серебристый/ голубой,белый серебристый голубой,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ серебристый/ серый,белый серебристый серый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ серый/ нержавеющая сталь,белый серый нержавеющая сталь,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ серый/ розовый,белый серый розовый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ серый/ синий,белый серый синий,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ синий/ золотистый,белый синий золотистый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый снег/дуб крафт золотой,белый снег дуб крафт золотой,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый снег софт/графит софт new,белый снег софт графит софт new,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ черный/ зеленый,белый черный зеленый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,белый/ черный/ нержавеющая сталь,белый черный нержавеющая сталь,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,бирюзовый/ оранжевый,бирюзовый оранжевый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,бирюзовый/ розовый,бирюзовый розовый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,бирюзовый/ серебристый,бирюзовый серебристый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,бирюзовый/ серый/ черный,бирюзовый серый черный,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,бирюзовый/ фиолетовый,бирюзовый фиолетовый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,бордовый/ золотистый,бордовый золотистый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,бронзовый/ кремовый,бронзовый кремовый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,бронзовый/ серебристый,бронзовый серебристый,catalog_color_attributes,2,multiple_color_anchors,true,catalog_palette_30_v1
