entity_type,entity_id,canonical,surface,normalized,language,variant,source,catalog_count,active,ambiguity_count,metadata_json
unit,ma,ma,миллиампера,миллиампер,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""current"",""preferred"":""мА"",""base_unit"":""a"",""factor_to_base"":0.001,""requires_adjacent_number"":true}"
unit,a,a,a,a,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""current"",""preferred"":""А"",""base_unit"":""a"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,a,a,А,а,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""current"",""preferred"":""А"",""base_unit"":""a"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,a,a,а,а,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""current"",""preferred"":""А"",""base_unit"":""a"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,a,a,ампер,ампер,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""current"",""preferred"":""А"",""base_unit"":""a"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,a,a,ампера,ампер,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""current"",""preferred"":""А"",""base_unit"":""a"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,a,a,амперов,амперов,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""current"",""preferred"":""А"",""base_unit"":""a"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,mah,mah,mah,mah,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""electric_charge"",""preferred"":""мА·ч"",""base_unit"":""ah"",""factor_to_base"":0.001,""requires_adjacent_number"":true}"
unit,mah,mah,мА·ч,ма·ч,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""electric_charge"",""preferred"":""мА·ч"",""base_unit"":""ah"",""factor_to_base"":0.001,""requires_adjacent_number"":true}"
unit,mah,mah,ма ч,ма ч,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""electric_charge"",""preferred"":""мА·ч"",""base_unit"":""ah"",""factor_to_base"":0.001,""requires_adjacent_number"":true}"
unit,mah,mah,мач,мач,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""electric_charge"",""preferred"":""мА·ч"",""base_unit"":""ah"",""factor_to_base"":0.001,""requires_adjacent_number"":true}"
unit,mah,mah,миллиампер час,миллиампер час,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""electric_charge"",""preferred"":""мА·ч"",""base_unit"":""ah"",""factor_to_base"":0.001,""requires_adjacent_number"":true}"
unit,mah,mah,миллиампер часов,миллиампер час,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""electric_charge"",""preferred"":""мА·ч"",""base_unit"":""ah"",""factor_to_base"":0.001,""requires_adjacent_number"":true}"
unit,ah,ah,ah,ah,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""electric_charge"",""preferred"":""А·ч"",""base_unit"":""ah"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,ah,ah,А·ч,а·ч,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""electric_charge"",""preferred"":""А·ч"",""base_unit"":""ah"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,ah,ah,а ч,а ч,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""electric_charge"",""preferred"":""А·ч"",""base_unit"":""ah"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,ah,ah,ампер час,ампер час,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""electric_charge"",""preferred"":""А·ч"",""base_unit"":""ah"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,ah,ah,ампер часов,ампер час,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""electric_charge"",""preferred"":""А·ч"",""base_unit"":""ah"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,ah,ah,ач,ач,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""electric_charge"",""preferred"":""А·ч"",""base_unit"":""ah"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,ohm,ohm,ohm,ohm,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resistance"",""preferred"":""Ом"",""base_unit"":""ohm"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,ohm,ohm,ω,ω,neutral,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resistance"",""preferred"":""Ом"",""base_unit"":""ohm"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,ohm,ohm,Ом,ом,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resistance"",""preferred"":""Ом"",""base_unit"":""ohm"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,ohm,ohm,ом,ом,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resistance"",""preferred"":""Ом"",""base_unit"":""ohm"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,kohm,kohm,kohm,kohm,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resistance"",""preferred"":""кОм"",""base_unit"":""ohm"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,kohm,kohm,kω,kω,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resistance"",""preferred"":""кОм"",""base_unit"":""ohm"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,kohm,kohm,кОм,ком,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resistance"",""preferred"":""кОм"",""base_unit"":""ohm"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,kohm,kohm,ком,ком,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resistance"",""preferred"":""кОм"",""base_unit"":""ohm"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,mohm,mohm,mohm,mohm,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resistance"",""preferred"":""МОм"",""base_unit"":""ohm"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mohm,mohm,mω,mω,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resistance"",""preferred"":""МОм"",""base_unit"":""ohm"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mohm,mohm,МОм,мом,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resistance"",""preferred"":""МОм"",""base_unit"":""ohm"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mohm,mohm,мом,мом,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resistance"",""preferred"":""МОм"",""base_unit"":""ohm"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,va,va,va,va,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""apparent_power"",""preferred"":""ВА"",""base_unit"":""va"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,va,va,ВА,ва,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""apparent_power"",""preferred"":""ВА"",""base_unit"":""va"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,va,va,ва,ва,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""apparent_power"",""preferred"":""ВА"",""base_unit"":""va"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,va,va,вольт ампер,вольт ампер,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""apparent_power"",""preferred"":""ВА"",""base_unit"":""va"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,hz,hz,hz,hz,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""frequency"",""preferred"":""Гц"",""base_unit"":""hz"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,hz,hz,Гц,гц,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""frequency"",""preferred"":""Гц"",""base_unit"":""hz"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,hz,hz,герц,герц,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""frequency"",""preferred"":""Гц"",""base_unit"":""hz"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,hz,hz,гц,гц,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""frequency"",""preferred"":""Гц"",""base_unit"":""hz"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,khz,khz,khz,khz,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""frequency"",""preferred"":""кГц"",""base_unit"":""hz"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,khz,khz,кГц,кгц,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""frequency"",""preferred"":""кГц"",""base_unit"":""hz"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,khz,khz,кгц,кгц,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""frequency"",""preferred"":""кГц"",""base_unit"":""hz"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,khz,khz,килогерц,килогерц,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""frequency"",""preferred"":""кГц"",""base_unit"":""hz"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,mhz,mhz,mhz,mhz,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""frequency"",""preferred"":""МГц"",""base_unit"":""hz"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mhz,mhz,МГц,мгц,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""frequency"",""preferred"":""МГц"",""base_unit"":""hz"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mhz,mhz,мгц,мгц,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""frequency"",""preferred"":""МГц"",""base_unit"":""hz"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mhz,mhz,мегагерц,мегагерц,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""frequency"",""preferred"":""МГц"",""base_unit"":""hz"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,ghz,ghz,ghz,ghz,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""frequency"",""preferred"":""ГГц"",""base_unit"":""hz"",""factor_to_base"":1000000000.0,""requires_adjacent_number"":true}"
unit,ghz,ghz,ГГц,ггц,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""frequency"",""preferred"":""ГГц"",""base_unit"":""hz"",""factor_to_base"":1000000000.0,""requires_adjacent_number"":true}"
unit,ghz,ghz,ггц,ггц,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""frequency"",""preferred"":""ГГц"",""base_unit"":""hz"",""factor_to_base"":1000000000.0,""requires_adjacent_number"":true}"
unit,ghz,ghz,гигагерц,гигагерц,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""frequency"",""preferred"":""ГГц"",""base_unit"":""hz"",""factor_to_base"":1000000000.0,""requires_adjacent_number"":true}"
unit,ms,ms,ms,ms,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""мс"",""base_unit"":""s"",""factor_to_base"":0.001,""requires_adjacent_number"":true}"
unit,ms,ms,миллисекунда,миллисекунда,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""мс"",""base_unit"":""s"",""factor_to_base"":0.001,""requires_adjacent_number"":true}"
unit,ms,ms,миллисекунды,миллисекунда,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""мс"",""base_unit"":""s"",""factor_to_base"":0.001,""requires_adjacent_number"":true}"
unit,ms,ms,мс,мс,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""мс"",""base_unit"":""s"",""factor_to_base"":0.001,""requires_adjacent_number"":true}"
unit,s,s,s,s,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""с"",""base_unit"":""s"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,s,s,sec,sec,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""с"",""base_unit"":""s"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,s,s,с,с,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""с"",""base_unit"":""s"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,s,s,сек,сек,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""с"",""base_unit"":""s"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,s,s,сек.,сек.,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""с"",""base_unit"":""s"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,s,s,секунд,секунда,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""с"",""base_unit"":""s"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,s,s,секунда,секунда,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""с"",""base_unit"":""s"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,s,s,секунды,секунда,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""с"",""base_unit"":""s"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,min,min,min,min,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""мин"",""base_unit"":""s"",""factor_to_base"":60.0,""requires_adjacent_number"":true}"
unit,min,min,мин,мин,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""мин"",""base_unit"":""s"",""factor_to_base"":60.0,""requires_adjacent_number"":true}"
unit,min,min,мин.,мин.,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""мин"",""base_unit"":""s"",""factor_to_base"":60.0,""requires_adjacent_number"":true}"
unit,min,min,минут,минута,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""мин"",""base_unit"":""s"",""factor_to_base"":60.0,""requires_adjacent_number"":true}"
unit,min,min,минута,минута,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""мин"",""base_unit"":""s"",""factor_to_base"":60.0,""requires_adjacent_number"":true}"
unit,min,min,минуты,минута,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""мин"",""base_unit"":""s"",""factor_to_base"":60.0,""requires_adjacent_number"":true}"
unit,h,h,h,h,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""ч"",""base_unit"":""s"",""factor_to_base"":3600.0,""requires_adjacent_number"":true}"
unit,h,h,hr,hr,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""ч"",""base_unit"":""s"",""factor_to_base"":3600.0,""requires_adjacent_number"":true}"
unit,h,h,ч,ч,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""ч"",""base_unit"":""s"",""factor_to_base"":3600.0,""requires_adjacent_number"":true}"
unit,h,h,час,час,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""ч"",""base_unit"":""s"",""factor_to_base"":3600.0,""requires_adjacent_number"":true}"
unit,h,h,часа,час,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""ч"",""base_unit"":""s"",""factor_to_base"":3600.0,""requires_adjacent_number"":true}"
unit,h,h,часов,час,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""ч"",""base_unit"":""s"",""factor_to_base"":3600.0,""requires_adjacent_number"":true}"
unit,day,day,day,day,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""сутки"",""base_unit"":""s"",""factor_to_base"":86400.0,""requires_adjacent_number"":true}"
unit,day,day,день,день,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""сутки"",""base_unit"":""s"",""factor_to_base"":86400.0,""requires_adjacent_number"":true}"
unit,day,day,дней,день,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""сутки"",""base_unit"":""s"",""factor_to_base"":86400.0,""requires_adjacent_number"":true}"
unit,day,day,дня,день,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""сутки"",""base_unit"":""s"",""factor_to_base"":86400.0,""requires_adjacent_number"":true}"
unit,day,day,сутки,сутки,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""сутки"",""base_unit"":""s"",""factor_to_base"":86400.0,""requires_adjacent_number"":true}"
unit,day,day,суток,сутки,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""сутки"",""base_unit"":""s"",""factor_to_base"":86400.0,""requires_adjacent_number"":true}"
unit,month,month,month,month,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""мес."",""base_unit"":""month"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,month,month,мес,мес,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""мес."",""base_unit"":""month"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,month,month,мес.,мес.,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""мес."",""base_unit"":""month"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,month,month,месяц,месяц,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""мес."",""base_unit"":""month"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,month,month,месяца,месяц,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""мес."",""base_unit"":""month"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,month,month,месяцев,месяц,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""мес."",""base_unit"":""month"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,year,year,year,year,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""год"",""base_unit"":""year"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,year,year,год,год,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""год"",""base_unit"":""year"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,year,year,года,год,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""год"",""base_unit"":""year"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,year,year,лет,лет,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""time"",""preferred"":""год"",""base_unit"":""year"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,rpm,rpm,rpm,rpm,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""rotation_rate"",""preferred"":""об/мин"",""base_unit"":""rpm"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,rpm,rpm,об мин,об мин,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""rotation_rate"",""preferred"":""об/мин"",""base_unit"":""rpm"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,rpm,rpm,об/мин,об/мин,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""rotation_rate"",""preferred"":""об/мин"",""base_unit"":""rpm"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,rpm,rpm,оборот в минуту,оборот в минута,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""rotation_rate"",""preferred"":""об/мин"",""base_unit"":""rpm"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,rpm,rpm,оборотов в минуту,оборот в минута,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""rotation_rate"",""preferred"":""об/мин"",""base_unit"":""rpm"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,mps,mps,m/s,m/s,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""speed"",""preferred"":""м/с"",""base_unit"":""mps"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,mps,mps,mps,mps,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""speed"",""preferred"":""м/с"",""base_unit"":""mps"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,mps,mps,м/с,м/с,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""speed"",""preferred"":""м/с"",""base_unit"":""mps"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,mps,mps,м/сек,м/сек,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""speed"",""preferred"":""м/с"",""base_unit"":""mps"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,mps,mps,метр в секунду,метр в секунда,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""speed"",""preferred"":""м/с"",""base_unit"":""mps"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,mps,mps,метров в секунду,метр в секунда,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""speed"",""preferred"":""м/с"",""base_unit"":""mps"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,kmh,kmh,km/h,km/h,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""speed"",""preferred"":""км/ч"",""base_unit"":""mps"",""factor_to_base"":0.2777777778,""requires_adjacent_number"":true}"
unit,kmh,kmh,kmh,kmh,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""speed"",""preferred"":""км/ч"",""base_unit"":""mps"",""factor_to_base"":0.2777777778,""requires_adjacent_number"":true}"
unit,kmh,kmh,километр в час,километр в час,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""speed"",""preferred"":""км/ч"",""base_unit"":""mps"",""factor_to_base"":0.2777777778,""requires_adjacent_number"":true}"
unit,kmh,kmh,километров в час,километр в час,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""speed"",""preferred"":""км/ч"",""base_unit"":""mps"",""factor_to_base"":0.2777777778,""requires_adjacent_number"":true}"
unit,kmh,kmh,км/ч,км/ч,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""speed"",""preferred"":""км/ч"",""base_unit"":""mps"",""factor_to_base"":0.2777777778,""requires_adjacent_number"":true}"
unit,pa,pa,pa,pa,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""Па"",""base_unit"":""pa"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,pa,pa,Па,па,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""Па"",""base_unit"":""pa"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,pa,pa,па,па,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""Па"",""base_unit"":""pa"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,pa,pa,паскалей,паскаль,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""Па"",""base_unit"":""pa"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,pa,pa,паскаль,паскаль,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""Па"",""base_unit"":""pa"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,kpa,kpa,kpa,kpa,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""кПа"",""base_unit"":""pa"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,kpa,kpa,кПа,кпа,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""кПа"",""base_unit"":""pa"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,kpa,kpa,килопаскалей,килопаскалей,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""кПа"",""base_unit"":""pa"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,kpa,kpa,килопаскаль,килопаскаль,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""кПа"",""base_unit"":""pa"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,kpa,kpa,кпа,кпа,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""кПа"",""base_unit"":""pa"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,mpa,mpa,mpa,mpa,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""МПа"",""base_unit"":""pa"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mpa,mpa,МПа,мпа,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""МПа"",""base_unit"":""pa"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mpa,mpa,мегапаскалей,мегапаскалей,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""МПа"",""base_unit"":""pa"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mpa,mpa,мегапаскаль,мегапаскаль,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""МПа"",""base_unit"":""pa"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mpa,mpa,мпа,мпа,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""МПа"",""base_unit"":""pa"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,bar,bar,bar,bar,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""бар"",""base_unit"":""pa"",""factor_to_base"":100000.0,""requires_adjacent_number"":true}"
unit,bar,bar,бар,бар,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""бар"",""base_unit"":""pa"",""factor_to_base"":100000.0,""requires_adjacent_number"":true}"
unit,bar,bar,бара,бар,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""бар"",""base_unit"":""pa"",""factor_to_base"":100000.0,""requires_adjacent_number"":true}"
unit,bar,bar,баров,баров,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""бар"",""base_unit"":""pa"",""factor_to_base"":100000.0,""requires_adjacent_number"":true}"
